"Nombre o título  de la categoría de información","Subcategorías","Nombre o título de la información","Idioma","Medio de conservación y/o soporte","Formato","Calificación","Fecha de generación de la información","Nombre del responsable de la producción de la información","Nombre del responsable de la información","Objetivo legítimo de la excepción","Fundamento constitucional o legal","Fundamento jurídico de la excepción","Excepción total o parcial","Fecha de la calificación","Plazo de clasificación o reserva"
"Informes","Informes EKOGUI","Informes EKOGUI","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica. Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes de Evaluación Control Interno Contable","Informes de Evaluación Control Interno Contable","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes de Derechos de Petición (PQRSD)","Informes de Derechos de Petición (PQRSD)","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes de Nómina y Liquidaciones","Informes de Nómina y Liquidaciones","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informe Institucionales de Evaluacion de Desempeño","Informe Institucionales de Evaluacion de Desempeño","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes de Investigaciones de Accidentes e Incidentes  de Aeronaves","Informes de Investigaciones de Accidentes e Incidentes  de Aeronaves","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes a Otras Entidades","Informes a Otras Entidades","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Todas las dependencias","Todas las dependencias","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes de Investigaciones de Accidentes de Trabajo","Informes de Investigaciones de Accidentes de Trabajo","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Informes","Informes de Evaluación del Sistema de Control Interno (MECI-MIPG-FURAG)","Informes de Evaluación del Sistema de Control Interno (MECI-MIPG-FURAG)","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes a Órganos de Control y Vigilancia","Informes a Órganos de Control y Vigilancia","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes Pormenorizados del Estado de Control Interno","Informes Pormenorizados del Estado de Control Interno","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes a Órganos de Control y Vigilancia","Informes a Órganos de Control y Vigilancia","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes del Plan Anticorrupción y Atención al Ciudadano","Informes del Plan Anticorrupción y Atención al Ciudadano","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Seguimiento al Programa de Gestión Documental","Informes de Seguimiento al Programa de Gestión Documental","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Evaluación por Dependencias","Informes de Evaluación por Dependencias","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes de Seguridad Integral","Informes de Seguridad Integral","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Evaluación Satisfacción al Cliente","Informes de Evaluación Satisfacción al Cliente","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección Promoción y Venta","Dirección Promoción y Venta","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Ataques Cibernéticos","Informes de Ataques Cibernéticos","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Grupo de Gestión TICs","Grupo de Gestión TICs","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Hacking Ético","Informes de Hacking Ético","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Grupo de Gestión TICs","Grupo de Gestión TICs","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Seguridad Informática","Informes de Seguridad Informática","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo de Gestión TICs","Grupo de Gestión TICs","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes de Caja Mejor y Selectivas de Bodegas y Almacen Principal","Informes de Caja Mejor y Selectivas de Bodegas y Almacen Principal","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes de Austeridad en el Gasto Público","Informes de Austeridad en el Gasto Público","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Informes","Informes de Comunicación","Informes de Comunicación","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Informes","Informes Financieros","Informes Financieros","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Inventarios de Almacén","Acta mensual reporte inventarios, Acta selectiva de inventarios, Acta toma física de inventarios, Acta corte de documentos","Acta mensual reporte inventarios, Acta selectiva de inventarios, Acta toma física de inventarios, Acta corte de documentos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Logística Aeronáutica  / Grupo Almacén","Dirección Logística Aeronáutica  / Grupo Almacén","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Libros contables","Libro Auxiliar","Libro Auxiliar","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Libros contables","Libro Diario","Libro Diario","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Libros contables","Libro Fiscal","Libro Fiscal","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Libros contables","Libro Mayor","Libro Mayor","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Administrativa y Financiera","Dirección Administrativa y Financiera","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Licencias","Licencias de Exportación","Licencias de Exportación","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Logística Aeronáutica  / Grupo Comercio Exterior","Dirección Logística Aeronáutica  / Grupo Comercio Exterior","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Manual","Manual del Sistema Integrado de Gestión de la Calidad Aeronáutica","Manual del Sistema Integrado de Gestión de la Calidad Aeronáutica","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Sistema Integrado de Gestión de la Calidad Aeronáutica","Oficina de Planeación, Innovación y Desarrollo/Sistema Integrado de Gestión de la Calidad Aeronáutica","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Manual","Manual del sistema integral de gestión del riesgo","Manual del sistema integral de gestión del riesgo","Español","Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Sistema Integrado de Gestión de la Calidad Aeronáutica","Oficina de Planeación, Innovación y Desarrollo/Sistema Integrado de Gestión de la Calidad Aeronáutica","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Manuales","Manuales del Programa de Entrenamiento","Manuales del Programa de Entrenamiento","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales","Manuales de Fabricación","Manuales de Fabricación","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección de Producción / Gupo Fabricación","Dirección de Producción / Gupo Fabricación","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales","Manuales de Mantenimiento","Manuales de Mantenimiento","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección de Producción / Gupo Fabricación","Dirección de Producción / Gupo Fabricación","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales","Manuales de Vuelo","Manuales de Vuelo","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección de Producción / Gupo Fabricación","Dirección de Producción / Gupo Fabricación","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales","Manuales de Funciones","Manuales de Funciones","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo de Gestión de Talento Humano","Grupo de Gestión de Talento Humano","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Manuales","Manuales de Directivas de Instrucción (MDI)","Manuales de Directivas de Instrucción (MDI)","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales","Manuales de Vigilancia Epidemiológica","Manuales de Vigilancia Epidemiológica","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Manuales","Manuales de Seguridad Operacional","Manuales de Seguridad Operacional","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Manuales de Imagen y Comunicaciones","Manual Marca CIAC","Manual Marca CIAC","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Manuales de Imagen y Comunicaciones","Manual de Lenguaje CIAC","Manual de Lenguaje CIAC","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Manuales de Imagen y Comunicaciones","Manual de correo electrónico","Manual de correo electrónico","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Matriz","Matriz de riesgos","Matriz de riesgos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo","Oficina de Planeación, Innovación y Desarrollo","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Nómina","Novedades de nómina, Comprobantes de pago nómina, Programación de vacaciones (evaluar el tiempo e retención ya que es virtual), Nómina","Novedades de nómina, Comprobantes de pago nómina, Programación de vacaciones (evaluar el tiempo e retención ya que es virtual), Nómina","Español","Físico/Digital","Documento de texto","CLASIFICADA","Mensual","Grupo de Gestión de Talento Humano","Grupo de Gestión de Talento Humano","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Ordenes","Ordenes de Ingeniería","Ordenes de Ingeniería","Español","Físico/Digital","Hoja de cálculo","CLASIFICADA","Según requerimiento","Dirección de Prestación del Servicio","Dirección de Prestación del Servicio","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Ordenes","Ordenes de Mantenimiento","Ordenes de Mantenimiento","Español","Físico/Digital","Hoja de cálculo","CLASIFICADA","Según requerimiento","Dirección de Prestación del Servicio","Dirección de Prestación del Servicio","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Ordenes","Ordenes de Servicios de Reparación","Ordenes de Servicios de Reparación","Español","Físico/Digital","Hoja de cálculo","CLASIFICADA","Según requerimiento","Dirección de Prestación del Servicio","Dirección de Prestación del Servicio","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Ordenes","Ordenes de Compra","Ordenes de Compra","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Logística Aeronáutica  / Grupo Gestión Contractual","Dirección Logística Aeronáutica  / Grupo Gestión Contractual","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Plan","Planes","Planes","Español","Físico/Digital","Documento de texto","CLASIFICADA","Anual","Todas las dependencias","Oficina de Planeación, Innovación y Desarrollo","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Planes de Salud Ocupacional","Planes de Salud Ocupacional","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo de Gestión de Talento Humano","Grupo de Gestión de Talento Humano","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
